id,hotel_name,address,Latitude,Longitude,price_range,関連サイト,charger_type,charger_count,出力,最大電流値,種別,充電課金,駐車料金,連絡・申込,事前予約,メーカー,認証,備考,image_url,affiliate_url,lat_lng
45,ホテル ルートイン仙台東  /  ルートインジャパン(株),宮城県仙台市若林区六丁の目西町1-60,38.2515078,140.9301308,"7,046円〜（消費税込7,750円〜）",https://www.route-inn.co.jp/hotel_list/miyagi/index_hotel_id_664/,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,無料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
TOYOTA Wallet

EV 充電認証カード料金表","【利用案内】15時~翌10時までは宿泊者優先・宿泊のお客様はホテル公式サイトで詳細確認下さい・設備施錠のため利用時はフロントまでお申し付け下さい
エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=166928,https://travel.rakuten.co.jp/HOTEL/166928/166928.html,"38.2515078,38.2515078"
46,ホテル ルートイン都城  /  ルートインジャパン(株),宮崎県都城市上町14-18,31.7224543,131.0623788,,https://www.route-inn.co.jp/hotel_list/miyazaki/index_hotel_id_723/,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,無料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
TOYOTA Wallet

EV 充電認証カード料金表","【利用案内】15時~翌10時までは宿泊者優先・宿泊のお客様はホテル公式サイトで詳細確認下さい・設備施錠のため利用時はフロントまでお申し付け下さい
エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"31.7224543,31.7224543"
47,ホテル ルートイン大船渡  /  ルートインジャパン(株),岩手県大船渡市大船渡町字野々田154-9,39.0595785,141.7230252,,https://www.route-inn.co.jp/hotel_list/iwate/index_hotel_id_638/,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,無料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
TOYOTA Wallet

EV 充電認証カード料金表","【利用案内】15時~翌10時までは宿泊者優先・宿泊のお客様はホテル公式サイトで詳細確認下さい・設備施錠のため利用時はフロントまでお申し付け下さい
エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"39.0595785,39.0595785"
48,ホテル ルートイン日田駅前  /  ルートインジャパン(株),大分県日田市元町21-14,33.3164244,130.9387199,"5,955円〜（消費税込6,550円〜）",https://www.route-inn.co.jp/hotel_list/oita/index_hotel_id_640/,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,無料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
TOYOTA Wallet

EV 充電認証カード料金表","【利用案内】15時~翌10時までは宿泊者優先・宿泊のお客様はホテル公式サイトで詳細確認下さい・設備施錠のため利用時はフロントまでお申し付け下さい
エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=153404,https://travel.rakuten.co.jp/HOTEL/153404/153404.html,"33.3164244,33.3164244"
49,ホテルウィングインターナショナルプレミアム金沢駅前  /  (株)ミナシア,石川県金沢市堀川新町8-13,36.5805448,136.6504832,,https://www.hotelwing.co.jp/kanazawa/,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,有料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
      （1）都度支払い
      10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
      （2）「エネチェンジパスポート」での定額支払い
      月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"36.5805448,36.5805448"
50,ホテルウィングインターナショナル苫小牧  /  (株)ミナシア,北海道苫小牧市表町5-7-1,42.6393378,141.599642,"2,987円〜（消費税込3,285円〜）",https://www.hotelwing.co.jp/tomakomai/,普通/急速,1台,6kW,30A,ポール型ケーブル付き,有料,有料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【利用案内】フロントへお声掛け下さい
エネチェンジアプリでの充電料金
      （1）都度支払い
      10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
      （2）「エネチェンジパスポート」での定額支払い
      月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=143257,https://travel.rakuten.co.jp/HOTEL/143257/143257.html,"42.6393378,42.6393378"
51,青森ワイナリーホテル･青森ロイヤルゴルフクラブ,青森県南津軽郡大鰐町島田字滝ノ沢100-9,40.4796713,140.5804541,,https://www.a-royalgolf.com/,普通/急速,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"40.4796713,40.4796713"
52,KOKO HOTEL 高松,香川県高松市瓦町2-2-3,34.3406223,134.0509769,,https://koko-hotels.com/takamatsu/,普通/急速,1台,6kW,30A,ポール型ケーブル付き,有料,有料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"34.3406223,34.3406223"
53,KOKO STAY 都城,宮崎県都城市北原町35-10,31.7337706,131.074032,"2,536円〜（消費税込2,789円〜）",https://koko-hotels.com/miyakonojo/,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,有料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
      （1）都度支払い
      10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
      （2）「エネチェンジパスポート」での定額支払い
      月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=4832,https://travel.rakuten.co.jp/HOTEL/4832/4832.html,"31.7337706,31.7337706"
54,KOKO STAY 千歳,北海道千歳市千代田町2-2-10,42.8237613,141.6458766,,https://koko-hotels.com/chitose/,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
      （1）都度支払い
      10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
      （2）「エネチェンジパスポート」での定額支払い
      月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"42.8237613,42.8237613"
55,KOKO STAY 出水,鹿児島県出水市昭和町48-5,32.0885716,130.3574011,"2,860円〜（消費税込3,145円〜）",https://koko-hotels.com/izumi/,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
      （1）都度支払い
      10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
      （2）「エネチェンジパスポート」での定額支払い
      月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=4833,https://travel.rakuten.co.jp/HOTEL/4833/4833.html,"32.0885716,32.0885716"
56,KOKO STAY 下関 (地下P),山口県下関市竹崎町3-11-2,33.9516728,130.9219334,"2,808円〜（消費税込3,088円〜）",https://koko-hotels.com/shimonoseki/,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,有料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
      （1）都度支払い
      10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
      （2）「エネチェンジパスポート」での定額支払い
      月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=4831,https://travel.rakuten.co.jp/HOTEL/4831/4831.html,"33.9516728,33.9516728"
