id,name,address,lat,lng,price,site_url,ev_type,charger_count,output,max_current,category,charging_fee,parking_fee,contact,reservation,manufacturer,auth,notes,image_url,affiliate_url,lat_lng,source
2443,東急ハーヴェストクラブ VIALA軽井沢Retreat (ポルシェ設備)  /  東急リゾーツ＆ステイ(株),長野県北佐久郡軽井沢町長倉238-1,36.332272,138.5967707,,https://www.harvestclub.com/sales/lineup/karuizawaandviala/index.html,普通,8台,8kW,40A,ポール型ケーブル付き,不明,無料,必要,可能,ポルシェ,,"【設置位置】リトリートCreek 4基 / Garden 4基
【利用案内】施設利用者のみ・予約制・フロントにて申込み下さい
【充電設備】ポルシェデスティネーションチャージングステーション・ポルシェ車優先ですが他メーカー車も利用可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / ",,,"36.332272,138.5967707",https://ev.gogo.gs/detail/26mjq2s2
2444,haluta hotelli still,長野県北佐久郡軽井沢町追分1372-6,36.3339797,138.525993,-,https://haluta.jp/stay,普通,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","※施設の電気容量により一時的に出力が変動する場合があります。
【利用案内】宿泊利用の場合のみ8~20時利用可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=196867,https://travel.rakuten.co.jp/HOTEL/196867/196867.html,"36.3339797,138.525993",https://ev.gogo.gs/detail/27pqj5m0
2445,亀の井ホテル 大洗  /  アイコニア･ホスピタリティ(株),茨城県東茨城郡大洗町磯浜町7986-2,36.3349522,140.5873328,"6,955円〜（消費税込7,650円〜）",https://kamenoi-hotels.com/oarai/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=104539,https://travel.rakuten.co.jp/HOTEL/104539/104539.html,"36.3349522,140.5873328",https://ev.gogo.gs/detail/2694uewj
2446,軽井沢ホテルパイプのけむり  /  (株)パイプのけむり,長野県北佐久郡軽井沢町長倉1876-2,36.335746,138.5929738,"5,773円〜（消費税込6,350円〜）",https://paipunokemuri.com/karuizawa/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=75251,https://travel.rakuten.co.jp/HOTEL/75251/75251.html,"36.335746,138.5929738",https://ev.gogo.gs/detail/28wo8wij
2447,ザ･プリンス ヴィラ軽井沢 軽井沢プリンスホテルイースト  /  (株)西武･プリンスホテルズワールドワイド,長野県北佐久郡軽井沢町大字軽井沢1016-75,36.336058,138.6329792,"13,419円〜（消費税込14,760円〜）",https://www.princehotels.co.jp/karuizawa-east/,普通,4台,8kW,40A,ポール型ケーブル付き,無料,有料,必要,可能,ポルシェ / アウディ,,"【設置位置】ネイチャーキッズ森の家付近
【利用案内】施設利用者のみ・事前予約または当日フロントへ申込み
　宿泊利用は15時~翌12時 / 日帰り利用は7時より1時間単位で予約可
　電話予約は「0267-42-1111」9-17時半対応
【充電設備】ポルシェ,アウディデスティネーションチャージングステーション・ポルシェ,アウディ車優先ですが他メーカー車も利用可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / ",https://img.travel.rakuten.co.jp/image/imgr_90?no=181343,https://travel.rakuten.co.jp/HOTEL/181343/181343.html,"36.336058,138.6329792",https://ev.gogo.gs/detail/23t8l53n
2448,ポーラーハウスあさまヴィラ  /  (株)ポーラーリゾート,長野県北佐久郡軽井沢町追分上の原1674-５,36.3362602,138.5365904,-,https://www.polar-resort.com/stay/%E3%82%B3%E3%83%86%E3%83%BC%E3%82%B8%E7%B4%B9%E4%BB%8B-%E8%BB%BD%E4%BA%95%E6%B2%A2/%E3%83%8F%E3%82%A6%E3%82%B9-%E3%81%82%E3%81%95%E3%81%BE%E3%83%B4%E3%82%A3%E3%83%A9,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ZEROVA,アルファチャージ,"【対応認証】アルファチャージ認証 / 【利用案内】スマートフォン用「アルファチャージ」アプリが必要
　登録後、充電器のQRコードをスキャンまたは充電器番号を入力
【充電料金】10分/55円 (クレジットカード･paypay･d払い･aupay)
【注意】最大出力(参考値)は対応車での充電時のみ対応",https://img.travel.rakuten.co.jp/image/imgr_90?no=185739,https://travel.rakuten.co.jp/HOTEL/185739/185739.html,"36.3362602,138.5365904",https://ev.gogo.gs/detail/27gtulnw
2449,グランドエクシブ軽井沢  /  リゾートトラスト(株),長野県北佐久郡軽井沢町追分字東かじか沢23-1,36.3362602,138.5365904,,https://www.rtg.jp/hotels/xiv/karu/,普通,2台,4kW,20A,ポール型ケーブル付き,有料,無料,必要,可能,Panasonic,," / 【利用案内】施設利用者のみ利用可・フロントへ申込み下さい
【充電料金】1泊/2,200円 (制限なし)・23時までの利用 12時間未満/1,100円 6時間未満/550円",,,"36.3362602,138.5365904",https://ev.gogo.gs/detail/25q7s6ha
2450,軽井沢プリンスホテル ウエスト  /  (株)西武･プリンスホテルズワールドワイド,長野県北佐久郡軽井沢町大字軽井沢1016-87,36.337231,138.634755,"9,769円〜（消費税込10,745円〜）",https://www.princehotels.co.jp/karuizawa-west/,普通,2台,8kW,40A,ポール型ケーブル付き,無料,有料,必要,可能,ポルシェ / アウディ,,"【利用案内】施設利用者のみ・事前予約または当日フロントへ申込み
　宿泊利用は15時~翌12時 / 日帰り利用は7時より1時間単位で予約可
　電話予約は「0267-42-1111」9-17時半対応
【充電設備】ポルシェ,アウディデスティネーションチャージングステーション・ポルシェ,アウディ車優先ですが他メーカー車も利用可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / ",https://img.travel.rakuten.co.jp/image/imgr_90?no=29249,https://travel.rakuten.co.jp/HOTEL/29249/29249.html,"36.337231,138.634755",https://ev.gogo.gs/detail/23t8kfks
2451,SANU 2nd home 軽井沢1st  /  (株)ADX,長野県北佐久郡軽井沢町追分839-1,36.3373319,138.5469804,,https://adx.jp/project_archive/sanu-2nd-home-%E5%8C%97%E8%BB%BD%E4%BA%95%E6%B2%A21st/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,EV充電エネチェンジ,"【利用案内】SANU会員様のみご利用可能となります
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】10分/60円 (6kW相当適応時) / 10分/30円 (3kW相当適応時)",,,"36.3373319,138.5469804",https://ev.gogo.gs/detail/25a88igx
2452,春日ホテル,茨城県ひたちなか市湊本町11-4,36.3402603,140.5932143,"8,000円〜（消費税込8,800円〜）",http://www.kasugahotel.co.jp/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=4989,https://travel.rakuten.co.jp/HOTEL/4989/4989.html,"36.3402603,140.5932143",https://ev.gogo.gs/detail/26axq1mn
2453,東急ハーヴェストクラブ 旧軽井沢  /  東急リゾーツ&ステイ(株),長野県北佐久郡軽井沢町軽井沢1178-493,36.3415789,138.6366345,"12,455円〜（消費税込13,700円〜）",https://www.harvestclub.com/Un/Hotel/Kr/,普通,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=74000,https://travel.rakuten.co.jp/HOTEL/74000/74000.html,"36.3415789,138.6366345",https://ev.gogo.gs/detail/27mb1mbv
2454,ザ･ひらまつ ホテルズ＆リゾーツ軽井沢 御代田  /  (株)ひらまつ,長野県北佐久郡御代田町大字塩野375-723,36.3442098,138.4955006,"28,728円〜（消費税込31,600円〜）",https://www.hiramatsuhotels.com/miyota/,普通,2台,4kW,20A,ポール型ケーブル付き,条件付無料,無料,必要,可能,不明,,【利用案内】施設利用者のみ利用可・予約制・フロントにて申込み下さい /,https://img.travel.rakuten.co.jp/image/imgr_90?no=181982,https://travel.rakuten.co.jp/HOTEL/181982/181982.html,"36.3442098,138.4955006",https://ev.gogo.gs/detail/25jiudav
2455,ホテルロッソ軽井沢,長野県北佐久郡軽井沢町軽井沢東154-2,36.344815,138.6317078,"6,500円〜（消費税込7,150円〜）",https://www.hotel-rosso.jp/,普通,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","※施設の電気容量により一時的に出力が変動する場合があります。
【利用案内】宿泊利用の場合のみ14時~翌8時利用可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=167281,https://travel.rakuten.co.jp/HOTEL/167281/167281.html,"36.344815,138.6317078",https://ev.gogo.gs/detail/27sg5z6b
2456,ホテル ルートイン水戸県庁前  /  ルートインジャパン(株),茨城県水戸市千波町1953-1,36.3449368,140.4461459,"4,864円〜（消費税込5,350円〜）",https://www.route-inn.co.jp/hotel_list/ibaraki/index_hotel_id_557/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【設置位置】施設裏側 建物寄り / 【利用案内】宿泊者優先・ご宿泊のお客様はホテル公式サイトで詳細確認下さい・設備施錠のため利用時はフロントまでお申し付け下さい
【充電料金】10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=72736,https://travel.rakuten.co.jp/HOTEL/72736/72736.html,"36.3449368,140.4461459",https://ev.gogo.gs/detail/25pohley
2457,軽井沢ホテルロンギングハウス (アプリ認証)  /  ビジョンクリエイツ(株),長野県北佐久郡軽井沢町軽井沢泉の里1323-522,36.345654,138.618206,,https://longinghouse.jp/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,条件付無料,不要,不可,平河ヒューテック,アルファチャージ,"【対応認証】アルファチャージ認証 / 【利用案内】スマートフォン用「アルファチャージ」アプリが必要
　登録後、充電器のQRコードをスキャンまたは充電器番号を入力
【充電料金】10分/55円 (クレジットカード･paypay･d払い･aupay)
【注意】最大出力(参考値)は対応車での充電時のみ対応",,,"36.345654,138.618206",https://ev.gogo.gs/detail/269fgob0
2458,軽井沢ホテルロンギングハウス  /  ビジョンクリエイツ(株),長野県北佐久郡軽井沢町軽井沢泉の里,36.345654,138.618206,"7,091円〜（消費税込7,800円〜）",https://longinghouse.jp/,普通,1台,3.2kW,16A,ポール型ケーブル付き,有料,無料,不要,不可,豊田自動織機,TOYOTA Wallet,【利用案内】スマートフォン用「TOYOTA Wallet」アプリが必要 /,https://img.travel.rakuten.co.jp/image/imgr_90?no=28349,https://travel.rakuten.co.jp/HOTEL/28349/28349.html,"36.345654,138.618206",https://ev.gogo.gs/detail/1tj1lrzh
2459,大江戸温泉物語 片山津温泉 ながやま  /  大江戸温泉物語ホテルズ&リゾーツ(株),石川県加賀市片山津町ム16,36.3456931,136.3755124,"7,546円〜（消費税込8,300円〜）",https://www.ooedoonsen.jp/nagayama/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=74519,https://travel.rakuten.co.jp/HOTEL/74519/74519.html,"36.3456931,136.3755124",https://ev.gogo.gs/detail/279dkstw
2460,加賀観光ホテル別館 季がさね (Terra)  /  (株)加賀観光ホテル,石川県加賀市片山津温泉乙30-1,36.3459094,136.3662584,"8,500円〜（消費税込9,350円〜）",https://www.tokigasane.com/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=76899,https://travel.rakuten.co.jp/HOTEL/76899/76899.html,"36.3459094,136.3662584",https://ev.gogo.gs/detail/278aocxm
2461,加賀観光ホテル別館 季がさね (TOKIGASANE)  /  (株)加賀観光ホテル,石川県加賀市片山津温泉乙30-1,36.3459094,136.3662584,"8,500円〜（消費税込9,350円〜）",https://www.tokigasane.com/,テスラ,2台,13kW,-,スーパーチャージャー以外,条件付無料,無料,必要,不可,テスラモーターズ,,【利用案内】宿泊者優先・事前連絡をお願いします (宿泊以外の利用は要確認) / 【充電設備】テスラウォールコネクター 2台,https://img.travel.rakuten.co.jp/image/imgr_90?no=76899,https://travel.rakuten.co.jp/HOTEL/76899/76899.html,"36.3459094,136.3662584",https://ev.gogo.gs/detail/1v2eoz0y
2462,大江戸温泉物語 わんわんリゾート 矢田屋松濤園  /  大江戸温泉物語ホテルズ&リゾーツ(株),石川県加賀市片山津温泉セ1-1,36.3462722,136.3654343,,https://www.ooedoonsen.jp/wanwan-yataya/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",,,"36.3462722,136.3654343",https://ev.gogo.gs/detail/279fvi6z
2463,ポーラーハウス軽井沢  /  (株)ポーラーリゾート,長野県北佐久郡軽井沢町長倉2438-1,36.34645,138.5991806,,https://www.polar-resort.com/stay/%E3%82%B3%E3%83%86%E3%83%BC%E3%82%B8%E7%B4%B9%E4%BB%8B-%E8%BB%BD%E4%BA%95%E6%B2%A2/%E3%83%8F%E3%82%A6%E3%82%B9%E8%BB%BD%E4%BA%95%E6%B2%A2,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ZEROVA,アルファチャージ,"【対応認証】アルファチャージ認証 / 【利用案内】スマートフォン用「アルファチャージ」アプリが必要
　登録後、充電器のQRコードをスキャンまたは充電器番号を入力
【充電料金】10分/55円 (クレジットカード･paypay･d払い･aupay)
【注意】最大出力(参考値)は対応車での充電時のみ対応",,,"36.34645,138.5991806",https://ev.gogo.gs/detail/27gtu4ot
2464,レジーナリゾート旧軽井沢,長野県北佐久郡軽井沢町軽井沢1323-510,36.3464909,138.6191755,"16,000円〜（消費税込17,600円〜）",https://www.regina-resorts.com/kyukaruizawa/,普通,2台,8kW,40A,ポール型ケーブル付き,有料,無料,必要,不可,アウディ,,"【利用案内】施設利用者のみ利用可・フロントにて申込み下さい
【充電設備】アウディデスティネーションチャージングステーション・アウディ車優先ですが他メーカー車も利用可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】1泊/2,200円",https://img.travel.rakuten.co.jp/image/imgr_90?no=167941,https://travel.rakuten.co.jp/HOTEL/167941/167941.html,"36.3464909,138.6191755",https://ev.gogo.gs/detail/27igcc0j
2465,大江戸温泉物語 Premium 加賀まるや  /  大江戸温泉物語ホテルズ&リゾーツ(株),石川県加賀市片山津温泉ア2-1,36.3470735,136.3648012,"7,455円〜（消費税込8,200円〜）",https://www.ooedoonsen.jp/kagamaruya/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=54533,https://travel.rakuten.co.jp/HOTEL/54533/54533.html,"36.3470735,136.3648012",https://ev.gogo.gs/detail/278fx5w6
2466,安曇野 しゃくなげの湯  /  安曇野市,長野県安曇野市穂高有明7726-4,36.3479364,137.8395332,,http://syakunagenoyu.info/,急速,1台,35kW,87A,中速（20 - 39kW）,有料,無料,不要,不可,ニチコン,"日産ZESP3
三菱自動車 電動車両サポート
エネゲート エコQ電
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 急速充電器用
BMW Charging 急速・普通併用

EV 充電認証カード料金表"," / 【充電時間】1回30分まで
【充電料金】エコQ電:1回/550円            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"36.3479364,137.8395332",https://ev.gogo.gs/detail/1zmquu6e
2467,信州別所温泉 玉屋旅館,長野県上田市別所温泉227,36.3492726,138.1602313,"12,000円〜（消費税込13,200円〜）",https://www.tamaya-ryokan.jp/,普通,1台,3.2kW,16A,ポール型ケーブル付き,条件付無料,無料,必要,不可,豊田自動織機,,【利用案内】施設利用者のみ利用可・フロントにて申込み下さい /,https://img.travel.rakuten.co.jp/image/imgr_90?no=15864,https://travel.rakuten.co.jp/HOTEL/15864/15864.html,"36.3492726,138.1602313",https://ev.gogo.gs/detail/1trw2ezv
2468,別所温泉 南條旅館,長野県上田市別所温泉212,36.3492994,138.1595176,"5,500円〜（消費税込6,050円〜）",https://www.nanjyoryokan.com/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
      （1）都度支払い
      10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
      （2）「エネチェンジパスポート」での定額支払い
      月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=79259,https://travel.rakuten.co.jp/HOTEL/79259/79259.html,"36.3492994,138.1595176",https://ev.gogo.gs/detail/24tdz1uc
2469,ホテル鹿島ノ森 駐車場  /  (株)ホテル鹿島ノ森,長野県北佐久郡軽井沢町大字軽井沢字離山東1372-1,36.3498039,138.6294748,,https://kajimanomori.co.jp/,普通,3台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,平河ヒューテック,アルファチャージ,"【設置位置】第二駐車場
【対応認証】アルファチャージ認証 / 【利用案内】スマートフォン用「アルファチャージ」アプリが必要
　登録後、充電器のQRコードをスキャンまたは充電器番号を入力
【充電料金】10分/55円 (クレジットカード･paypay･d払い･aupay)
【注意】最大出力(参考値)は対応車での充電時のみ対応",,,"36.3498039,138.6294748",https://ev.gogo.gs/detail/25xi2f08
2470,旧軽井沢KIKYO キュリオ･コレクションbyヒルトン,長野県北佐久郡軽井沢町軽井沢491-5,36.3498039,138.6294748,"15,753円〜（消費税込17,328円〜）",https://www.kyukaruizawa-kikyo.com/,普通,8台 / 2台,3kW,15A,コンセントのみ / ポール型ケーブル付き,無料,無料,必要 / 不要,可能,Panasonic / モリテックスチール,,"【設置位置】正面P (ケーブル付き) / 地下P (コンセントのみ)
【利用案内】施設利用者のみ利用可・フロントにて申込み下さい / ",https://img.travel.rakuten.co.jp/image/imgr_90?no=167027,https://travel.rakuten.co.jp/HOTEL/167027/167027.html,"36.3498039,138.6294748",https://ev.gogo.gs/detail/23hc40d8
2471,観音様となりの宿 かしわや本店,長野県上田市別所温泉1654,36.3499162,138.1556694,"21,000円〜（消費税込23,100円〜）",https://www.kashiwayahonten.com/,普通,3台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
TOYOTA Wallet

EV 充電認証カード料金表","※施設の電気容量により一時的に出力が変動する場合があります。
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=67488,https://travel.rakuten.co.jp/HOTEL/67488/67488.html,"36.3499162,138.1556694",https://ev.gogo.gs/detail/293pzw9n
2472,別所温泉 かしわや本店,長野県上田市別所温泉1654,36.3499162,138.1556694,"21,000円〜（消費税込23,100円〜）",https://www.kashiwayahonten.com/,普通,1台,3.2kW,16A,ポール型ケーブル付き,有料,無料,必要,不可,豊田自動織機,,【利用案内】施設利用者のみ利用可・フロントにて申込み下さい /,https://img.travel.rakuten.co.jp/image/imgr_90?no=67488,https://travel.rakuten.co.jp/HOTEL/67488/67488.html,"36.3499162,138.1556694",https://ev.gogo.gs/detail/1ttkjme6
2473,旅館中松屋,長野県上田市別所温泉1766,36.3512671,138.1559268,,https://www.nakamatuya.com/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【設置位置】施設北東 専用駐車場奥
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
      （1）都度支払い
      10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
      （2）「エネチェンジパスポート」での定額支払い
      月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"36.3512671,138.1559268",https://ev.gogo.gs/detail/268utaj2
2474,旧軽井沢ホテル音羽ノ森,長野県北佐久郡軽井沢町軽井沢1323-980,36.351681,138.6361904,"6,840円〜（消費税込7,524円〜）",https://www.hotel-otowanomori.co.jp/,普通,1台,4kW,20A,ポール型コンセント,有料,無料,不要,可能,PLUGO,"Myプラゴ
Honda Charge","【利用案内】スマートフォン用アプリ「Myプラゴ」の登録が必要・充電ケーブルが必要 / 【利用案内】スマートフォン用アプリ「Myプラゴ」の登録が必要
【充電料金】Myプラゴ:15分/60円
【注意】最大出力(参考値)は対応車での充電時のみ対応",https://img.travel.rakuten.co.jp/image/imgr_90?no=50619,https://travel.rakuten.co.jp/HOTEL/50619/50619.html,"36.351681,138.6361904",https://ev.gogo.gs/detail/24yufu5h
2475,平磯館,茨城県ひたちなか市平磯町1001,36.3528519,140.6087783,"11,819円〜（消費税込13,000円〜）",https://www.hiraisokan.jp/,普通,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
TOYOTA Wallet

EV 充電認証カード料金表","※施設の電気容量により一時的に出力が変動する場合があります。
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=9487,https://travel.rakuten.co.jp/HOTEL/9487/9487.html,"36.3528519,140.6087783",https://ev.gogo.gs/detail/28zpe6k2
